scientificName,scientificNameAuthorship,vernacularName,family,class,sourceStatus,status,EPBCA_status,sourceKingdom,kingdom,speciesGroup,,sourceOrigin,higherGeography
Milligania johnstonii,F.Muell. ex Benth.,shortleaf milligania,Asteliaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Milligania longifolia,Hook.f.,longleaf milligania,Asteliaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Monotoca submutica var. autumnalis,Jarman ,roundleaf broomheath,Ericaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Odixia achlaena,(D.I.Morris) Orchard,golden everlastingbush,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Olearia hookeri,(Sond.) Benth.,crimsontip daisybush,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Orites milliganii,Meisn.,toothed orites,Proteaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Ozothamnus lycopodioides,Hook.f.,clubmoss everlastingbush,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Pentachondra ericifolia,Hook.f.,fine frillyheath,Ericaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Persoonia moscalii,Orchard,creeping geebung,Proteaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Persoonia muelleri subsp. angustifolia,(Benth.) L.A.S.Johnson & P.H.Weston,narrowleaf geebung,Proteaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Pimelea milliganii,Meisn.,silver riceflower,Thymelaeaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Planocarpa nitida,(Jarman) C.M.Weiller,black cheeseberry,Ericaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Planocarpa sulcata,(Mihaich) C.M.Weiller,grooved cheeseberry,Ericaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Poa mollis,Vickery,soft tussockgrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Pterostylis atriola,D.L.Jones,snug greenhood,Orchidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Ranunculus collicola,Menadue,lake augusta buttercup,Ranunculaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Ranunculus jugosus,Menadue,twinned buttercup,Ranunculaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Rytidosperma remotum,(D.I.Morris) A.M.Humphreys & H.P.Linder,remote wallabygrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Spyridium parvifolium var. molle,(Hook.f.) Benth. ,soft dustymiller,Rhamnaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Viola curtisiae,(L.G.Adams) K.R.Thiele,montane ivyleaf violet,Violaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Vittadinia burbidgeae,A.M.Gray & Rozefelds,smooth new-holland-daisy,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Westringia angustifolia,R.Br.,narrowleaf westringia,Lamiaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,end,endemic Tasmania
Ambuchanania leucobryoides,"(Yamaguchi, Seppelt, Iwatsuki & Buchanan) Seppelt & Crum",daisy pan moss,Ambuchananiaceae,Bryophyte,r,Rare,,Flora,Plantae,non-vascular,,end,endemic Tasmania
Austroparmelina whinrayi,(Elix) Kantvilas & Divakar,,Parmeliaceae,Lichen,r,Rare,,Flora,Plantae,non-vascular,,end,endemic Tasmania
Xanthoparmelia graniticola,"(Elix & Kantvilas) O.Blanco, A.Crespo, Elix, D.Hawksw. & Lumbsch",,Parmeliaceae,Lichen,r,Rare,,Flora,Plantae,non-vascular,,end,endemic Tasmania
Xanthoparmelia vicaria,Elix & J.Johnst.,,Parmeliaceae,Lichen,r,Rare,,Flora,Plantae,non-vascular,,end,endemic Tasmania
Xanthoparmelia vicariella,Elix & Kantvilas,,Parmeliaceae,Lichen,r,Rare,,Flora,Plantae,non-vascular,,end,endemic Tasmania
Acacia siculiformis,A.Cunn. ex Benth.,dagger wattle,Fabaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Acacia ulicifolia,(Salisb.) Court,juniper wattle,Fabaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Acacia uncifolia,(J.M.Black) O'Leary,coast wirilda,Fabaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Agrostis australiensis,Mez,southern bent,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Amphibromus neesii,Steud.,southern swampgrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Aphelia gracilis,Sond.,slender fanwort,Centrolepidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Aphelia pumilio,F.Muell. ex Sond.,dwarf fanwort,Centrolepidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Argyrotegium fordianum,(M.Gray) J.M.Ward & Breitw.,soft cottonleaf,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Argyrotegium poliochlorum,(N.G.Walsh) J.M.Ward & Breitw.,greygreen cottonleaf,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Asperula minima,Hook.f.,mossy woodruff,Rubiaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Asperula scoparia subsp. scoparia,Hook.f.,prickly woodruff,Rubiaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Asperula subsimplex,Hook.f.,water woodruff,Rubiaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Australina pusilla subsp. muelleri,(Wedd.) Friis & Wilmot-Dear,shade nettle,Urticaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Australopyrum velutinum,(Nees) B.K.Simon,velvet wheatgrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Austrostipa bigeniculata,(Hughes) S.W.L.Jacobs & J.Everett ,doublejointed speargrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Austrostipa blackii,(C.E.Hubb.) S.W.L.Jacobs & J.Everett ,crested speargrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Banksia serrata,L.f.,saw banksia,Proteaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Baumea articulata,(R.Br.) S.T.Blake,jointed twigsedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Baumea gunnii,(Hook.f.) S.T.Blake,slender twigsedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Bolboschoenus caldwellii,(V.J.Cook) Soják ,sea clubsedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Bolboschoenus medianus,(V.J.Cook) Soják ,marsh clubsedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Brachyloma depressum,(F.Muell.) Benth.,spreading heath,Ericaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Brachyscome perpusilla,(Steetz) J.M.Black,tiny daisy,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Brunonia australis,Sm. ex R.Br.,blue pincushion,Goodeniaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Caesia calliantha,R.J.F.Hend.,blue grasslily,Hemerocallidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Caladenia filamentosa,R.Br.,daddy longlegs,Orchidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Caladenia pusilla,W.M.Curtis,tiny fingers,Orchidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Calandrinia granulifera,Benth.,pygmy purslane,Portulacaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Callitriche sonderi,Hegelm.,matted waterstarwort,Plantaginaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Callitriche umbonata,Hegelm.,winged waterstarwort,Plantaginaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Calocephalus citreus,Less.,lemon beautyheads,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Calocephalus lacteus,Less.,milky beautyheads,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Calystegia sepium subsp. sepium,(L.) R.Br.,swamp bindweed,Convolvulaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Calystegia soldanella,(L.) Roem. & Schult.,sea bindweed,Convolvulaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Carex capillacea,Boott,yellowleaf sedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Carex cephalotes,F.Muell.,snow sedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Carex gunniana,Boott,mountain sedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Carex hypandra,F.Muell. ex Benth.,dark fen sedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Carex longebrachiata,Boeck.,drooping sedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Caustis pentandra,R.Br.,thick twistsedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Centipeda cunninghamii,(DC.) A.Braun & Asch.,erect sneezeweed,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Chrysocephalum baxteri,(A.Cunn. ex DC.) A.Anderb.,fringed everlasting,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Colobanthus curtisiae,J.G.West,grassland cupflower,Caryophyllaceae,Dicotyledonae,r,Rare,VU,Flora,Plantae,vascular,,,
Colobanthus pulvinatus,F.Muell.,cushion cupflower,Caryophyllaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Comesperma defoliatum,F.Muell.,leafless milkwort,Polygalaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Corunastylis nuda,(Hook.f.) D.L.Jones & M.A.Clem.,tiny midge-orchid,Orchidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Cotula vulgaris var. australasica,J.H.Willis,slender buttons,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Cullen microcephalum,(Rchb. ex Kunze) J.W.Grimes,dusky scurfpea ,Fabaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Cuscuta tasmanica,Engelm.,golden dodder,Convolvulaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Cyrtostylis robusta,D.L.Jones & M.A.Clem.,large gnat-orchid,Orchidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Damasonium minus,(R.Br.) Buchenau,starfruit,Alismataceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Deyeuxia brachyathera,(Stapf) Vickery,short bentgrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Deyeuxia decipiens,(R.Br.) Vickery,trickery bentgrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Deyeuxia minor,F.Muell. ex Benth.,small bentgrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Dianella amoena,G.W.Carr & P.F.Horsfall,grassland flaxlily,Hemerocallidaceae,Monocotyledonae,r,Rare,EN,Flora,Plantae,vascular,,,
Drosera glanduligera,Lehm.,scarlet sundew,Droseraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Dryopoa dives,(F.Muell.) Vickery,tasmanian giant mountaingrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Elaeocarpus reticulatus,Sm.,blueberry ash,Elaeocarpaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Epilobium willisii,P.H.Raven & Engelhorn,carpet willowherb,Onagraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Eucalyptus globulus subsp. pseudoglobulus,(Naudin ex Maiden) J.B.Kirkp.,gippsland blue gum,Myrtaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Eucalyptus perriniana,F.Muell. ex Rodway,spinning gum,Myrtaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Eucalyptus radiata subsp. radiata,Sieber ex DC.,forth river peppermint,Myrtaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Eutaxia microphylla,(R.Br.) C.H.Wright & Dewar,spiny bushpea,Fabaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Frankenia pauciflora var. gunnii,Summerh.,southern seaheath,Frankeniaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Geococcus pusillus,J.Drumm. ex Harv.,earth cress,Brassicaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Glossostigma elatinoides,(Benth.) Benth. ex Hook.f.,small mudmat,Phrymaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Gratiola pubescens,R.Br.,hairy brooklime,Plantaginaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Gynatrix pulchella,(Willd.) Alef.,fragrant hempbush,Malvaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Gyrostemon thesioides,(Hook.f.) A.S.George,broom wheelfruit,Gyrostemonaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Hackelia latifolia,(R.Br.) Dimon & M.A.M.Renner,forest houndstongue,Boraginaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Haloragis heterophylla,Brongn.,variable raspwort,Haloragaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Haloragis myriocarpa,Orchard,prickly raspwort,Haloragaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Hedycarya angustifolia,A.Cunn.,australian mulberry,Monimiaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Hibbertia rufa,N.A.Wakef.,brown guineaflower,Dilleniaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Hibbertia virgata,R.Br. ex DC.,twiggy guineaflower,Dilleniaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Hovea corrickiae,J.H.Ross,glossy purplepea,Fabaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Hovea montana,(Hook.f.) J.H.Ross,mountain purplepea,Fabaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Hydrocotyle comocarpa,F.Muell.,fringefruit pennywort,Araliaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Hydrorchis orbicularis,(R.S.Rogers) D.L.Jones & M.A.Clem.,swamp onion-orchid,Orchidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Hypolepis muelleri,N.A.Wakef.,harsh groundfern,Dennstaedtiaceae,Pteridophyta,r,Rare,,Flora,Plantae,vascular,,,
Isoetes drummondii subsp. drummondii,A.Braun,plain quillwort,Isoetaceae,Pteridophyta,r,Rare,,Flora,Plantae,vascular,,,
Isolepis habra,(Edgar) Soják ,wispy clubsedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Isolepis stellata,(C.B.Clarke) K.L.Wilson,star clubsedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Juncus fockei,Buchenau,slender jointleaf rush,Juncaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Juncus prismatocarpus,R.Br.,branching rush,Juncaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Juncus vaginatus,R.Br.,clustered rush,Juncaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lachnagrostis punicea subsp. filifolia,(Vickery) S.W.L.Jacobs,narrowleaf blowngrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lachnagrostis punicea subsp. punicea,(A.J.Br. & N.G.Walsh) S.W.L.Jacobs,bristle blowngrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lachnagrostis robusta,(Vickery) S.W.L.Jacobs,tall blowngrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lasiopetalum baueri,Steetz,slender velvetbush,Malvaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lasiopetalum discolor,Hook.,coast velvetbush,Malvaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lepidosperma forsythii,A.A.Hamilton,stout rapiersedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lepidosperma tortuosum,F.Muell.,twisting rapiersedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lepidosperma viscidum,R.Br.,sticky swordsedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lepilaena marina,E.L.Robertson,sea watermat,Potomogetonaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lepilaena patentifolia,E.L.Robertson,spreading watermat,Potomogetonaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lepilaena preissii,(Lehm.) F.Muell.,slender watermat,Potomogetonaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Leucopogon affinis,R.Br.,lanceleaf beardheath,Ericaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Leucopogon esquamatus,R.Br.,swamp beardheath,Ericaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Leucopogon virgatus var. brevifolius,Benth.,shortleaf beardheath,Ericaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Limonium australe var. australe,(R.Br.) Kuntze,yellow sea-lavender,Plumbaginaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Liparophyllum exaltatum,(Sol. ex Sims) Tippery & Les,erect marshwort,Menyanthaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lobelia rhombifolia,de Vriese,tufted lobelia,Campanulaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Lotus australis,Andrews,australian trefoil,Fabaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Luzula atrata,Edgar,slender woodrush,Juncaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Microtidium atratum,(Lindl.) D.L.Jones & M.A.Clem.,yellow onion-orchid ,Orchidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Muehlenbeckia axillaris,(Hook.f.) Endl.,matted lignum,Polygonaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Myriophyllum muelleri,Sond.,hooded watermilfoil,Haloragaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Orthoceras strictum,R.Br.,horned orchid,Orchidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Pandorea pandorana,(Andrews) Steenis,wonga vine,Bignoniaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Parietaria debilis,G.Forst.,shade pellitory,Urticaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Pellaea calidirupium,Brownsey & Lovis,hotrock fern,Adiantaceae,Pteridophyta,r,Rare,,Flora,Plantae,vascular,,,
Phyllangium distylis,(F.Muell.) Dunlop ,tiny mitrewort,Loganiaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Phylloglossum drummondii,Kunze,pygmy clubmoss,Lycopodiaceae,Pteridophyta,r,Rare,,Flora,Plantae,vascular,,,
Pilularia novae-hollandiae,A.Braun,australian pillwort,Marsileaceae,Pteridophyta,r,Rare,,Flora,Plantae,vascular,,,
Pimelea curviflora var. gracilis,(R.Br.) Threlfall,slender curved riceflower,Thymelaeaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Pimelea curviflora var. sericea,Benth.,silky curved riceflower,Thymelaeaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Pimelea flava subsp. flava,R.Br.,yellow riceflower,Thymelaeaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Plantago debilis,R.Br.,shade plantain,Plantaginaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Plantago glacialis,"B.G.Briggs, Carolin & Pulley",small star plantain,Plantaginaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Poa halmaturina,J.M.Black,dune tussockgrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Pomaderris intermedia,Sieber ex DC.,lemon dogwood,Rhamnaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Pomaderris oraria subsp. oraria,F.Muell. ex Reissek,bassian dogwood,Rhamnaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Pomaderris paniculosa subsp. paralia,N.G.Walsh ,shining dogwood,Rhamnaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Pomaderris phylicifolia subsp. ericoides,(Maiden & Betche) N.G.Walsh & Coates,revolute narrowleaf dogwood,Rhamnaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Pomaderris phylicifolia subsp. phylicifolia,Lodd. ex Link,narrowleaf dogwood,Rhamnaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Prasophyllum tadgellianum,R.S.Rogers,tadgells leek-orchid,Orchidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Pterostylis grandiflora,R.Br.,superb greenhood,Orchidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Pterostylis sanguinea,D.L.Jones & M.A.Clem.,banded greenhood,Orchidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Puccinellia perlaxa,(Stapf ex N.G.Walsh) N.G.Walsh & A.R.Williams,spreading saltmarshgrass,Poaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Ranunculus pumilio var. pumilio,R.Br. ex DC.,ferny buttercup,Ranunculaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Rhodanthe anthemoides,(Spreng.) Paul G.Wilson,chamomile sunray,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Ruppia megacarpa,R.Mason,largefruit seatassel,Ruppiaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Ruppia tuberosa,J.S.Davis & Toml.,tuberous seatassel,Ruppiaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Schenkia australis,(R.Br.) G.Mans.,spike centaury,Gentianaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Schoenoplectus tabernaemontani,(C.C.Gmel.) Palla,river clubsedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Schoenus brevifolius,R.Br.,zigzag bogsedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Scutellaria humilis,R.Br.,dwarf scullcap,Lamiaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Senecio squarrosus,A.Rich.,leafy fireweed,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Sicyos australis,Endl.,star cucumber,Cucurbitaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Siloxerus multiflorus,Nees,small wrinklewort,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Spyridium parvifolium var. parvifolium,(Hook.) F.Muell.,coast dustymiller,Rhamnaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Spyridium vexilliferum var. vexilliferum,(Hook.) Reissek,helicopter bush,Rhamnaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Stellaria multiflora subsp. nebulosa,C.H.Mill. & J.G.West,nebulous rayless starwort,Caryophyllaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Stuckenia pectinata,(L.) Börner,fennel pondweed,Potamogetonaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Stylidium beaugleholei,J.H.Willis,blushing triggerplant,Stylidiaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Stylidium despectum,R.Br.,small triggerplant,Stylidiaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Stylidium perpusillum,Hook.f.,tiny triggerplant,Stylidiaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Taraxacum aristum,Hagl. & Markl.,mountain dandelion,Asteraceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Tetratheca ciliata,Lindl.,northern pinkbells,Elaeocarpaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Teucrium corymbosum,R.Br.,forest germander,Lamiaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Thelymitra holmesii,Nicholls,bluestar sun-orchid,Orchidaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Tricostularia pauciflora,(F.Muell.) Benth.,needle bogsedge,Cyperaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Triglochin minutissima,F.Muell.,tiny arrowgrass,Juncaginaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Trithuria submersa,Hook.f.,submerged watertuft,Hydatellaceae,Monocotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Utricularia australis,R.Br.,yellow bladderwort,Lentibulariaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Utricularia tenella,R.Br.,pink bladderwort,Lentibulariaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
Utricularia violacea,R.Br.,violet bladderwort,Lentibulariaceae,Dicotyledonae,r,Rare,,Flora,Plantae,vascular,,,
